,Date,Open,High,Low,Close,Adj Close,Volume
40,2007-02-01,12.318571,12.324286,12.105714,84.739998,12.105714,166085500
41,2007-02-02,12.017143,12.178572,11.957143,84.75,12.107142,155382500
42,2007-02-05,12.042857,12.175714,11.991428,83.940002,11.991428,144713100
43,2007-02-06,12.064285,12.067142,11.837143,84.14999399999999,12.021428,216098400
44,2007-02-07,12.068571,12.34,11.935715,86.150002,12.307143,266706300
45,2007-02-08,12.204286,12.358571,12.201428,86.18,12.311429,169757700
46,2007-02-09,12.268572,12.314285,11.887143,83.270004,11.895715,215135200
47,2007-02-12,12.061429,12.168571,11.947143,84.879997,12.125714,181017900
48,2007-02-13,12.165714,12.184286,12.042857,84.700005,12.1,145246500
49,2007-02-14,12.09,12.234285,12.081429,85.300003,12.185715,126995400
50,2007-02-15,12.205714,12.231428,12.111428,85.209999,12.172857,90915300
51,2007-02-16,12.178572,12.201428,12.094286,84.83000200000001,12.118571,99967000
52,2007-02-20,12.092857,12.308572,12.022857,85.89999399999999,12.271428,154425600
53,2007-02-21,12.282857,12.784286,12.28,89.199997,12.742857,288828400
54,2007-02-22,12.971429,12.972857,12.647142,89.510002,12.787143,209556200
55,2007-02-23,12.737143,12.905714,12.692857,89.07,12.724286,129473400
56,2007-02-26,12.834286,12.857142,12.515715,88.510002,12.644286,153962200
57,2007-02-27,12.328571,12.44,11.915714,83.93,11.99,286453300
58,2007-02-28,11.857142,12.228572,11.857142,84.610001,12.087143,229868800
59,2007-03-01,12.004286,12.615714,11.964286,87.060005,12.437143,353882200
60,2007-03-02,12.395715,12.505714,12.172857,85.40999599999999,12.201428,215000100
61,2007-03-05,12.27,12.664286,12.251429,86.32,12.331429,209724900
62,2007-03-06,12.542857,12.615714,12.485714,88.190002,12.598572,180796700
63,2007-03-07,12.578571,12.71,12.492857,87.720001,12.531428,156571100
64,2007-03-08,12.655714,12.674286,12.494286,88.0,12.571428,127752800
65,2007-03-09,12.685715,12.692857,12.485714,87.970001,12.567142,112959000
66,2007-03-12,12.581429,12.855714,12.57,89.870003,12.838572,182352100
67,2007-03-13,12.772857,12.942857,12.628572,88.400002,12.628572,216972700
68,2007-03-14,12.657143,12.857142,12.56,90.0,12.857142,199146500
69,2007-03-15,12.851429,12.908571,12.758572,89.57,12.795714,139874700
70,2007-03-16,12.791429,12.855714,12.76,89.59000400000001,12.798572,142926000
71,2007-03-19,12.891429,13.078571,12.798572,91.130005,13.018572,178240300
72,2007-03-20,13.05,13.12,13.008572,91.479996,13.068571,122229100
73,2007-03-21,13.141429,13.428572,13.092857,93.869995,13.41,171724000
74,2007-03-22,13.39,13.48,13.285714000000002,93.959999,13.422857,140373100
75,2007-03-23,13.335714,13.438571,13.328570999999998,93.519997,13.36,112721000
76,2007-03-26,13.427143,13.7,13.328570999999998,95.849998,13.692857,216246800
77,2007-03-27,13.672857,13.832857,13.571428,95.459999,13.637143,233013200
78,2007-03-28,13.554286,13.628572,13.307143,93.239998,13.32,235584300
79,2007-03-29,13.455714000000002,13.455714000000002,13.175714,93.75,13.392858,181430900
80,2007-03-30,13.468572,13.525714,13.25,92.909996,13.272857,150139500
81,2007-04-02,13.448571,13.464285999999998,13.288571,93.650002,13.378572,125498100
82,2007-04-03,13.448571,13.604285,13.394286,94.5,13.5,145983600
83,2007-04-04,13.562857,13.591429000000002,13.447143,94.270004,13.467143,119196000
84,2007-04-05,13.445714,13.525714,13.36,94.68,13.525714,88879000
85,2007-04-09,13.601429,13.614285,13.291429,93.650002,13.378572,103335400
86,2007-04-10,13.381429,13.465714000000002,13.344286,94.25,13.464285999999998,88116700
87,2007-04-11,13.414286,13.421429000000002,13.19,92.590004,13.227143,137254600
88,2007-04-12,13.148571,13.187143,12.96,92.190002,13.17,164168900
89,2007-04-13,12.985714,13.057143,12.865714,90.240005,12.891429,179985400
90,2007-04-16,12.938571,13.071428,12.892858,91.43,13.061429,152258400
91,2007-04-17,13.142858,13.185715,12.814285,90.349998,12.907143,187980100
92,2007-04-18,12.88,12.978572,12.8,90.400002,12.914286,116011000
93,2007-04-19,12.884286,13.035714,12.832857,90.270004,12.895715,106478400
94,2007-04-20,12.984285,13.025714,12.935715,90.970001,12.995714,130694900
95,2007-04-23,13.084286,13.4,13.06,93.509995,13.358571,195072500
96,2007-04-24,13.422857,13.77,13.042857,93.239998,13.32,263813200
97,2007-04-25,13.461429,13.628572,13.4,95.349998,13.621428,296786000
98,2007-04-26,14.511429,14.642858,14.042857,98.839996,14.12,434444500
99,2007-04-27,14.025714,14.278571,13.955714000000002,99.919998,14.274285,174850900
100,2007-04-30,14.298572,14.428572,14.238571,99.800003,14.257143,154127400
101,2007-05-01,14.227143,14.335714,14.078570999999998,99.470001,14.21,133130900
102,2007-05-02,14.235714000000002,14.362857,14.21,100.389999,14.341429000000002,126286300
103,2007-05-03,14.39,14.492857,14.287143,100.400002,14.342857,144019400
104,2007-05-04,14.4,14.514285999999998,14.357142,100.809998,14.401428,95496800
105,2007-05-07,14.44,14.907143,14.43,103.919998,14.845715,215389300
106,2007-05-08,14.781428,15.021428,14.774285,105.059998,15.008572,195999300
107,2007-05-09,14.987143,15.28,14.984285,106.880005,15.268572,179439400
108,2007-05-10,15.232857,15.548572,15.131429,107.339996,15.334286,299314400
109,2007-05-11,15.391429,15.59,15.254286,108.739998,15.534285999999998,163424100
110,2007-05-14,15.66,15.714285999999998,15.464285999999998,109.360001,15.622857000000002,162986600
111,2007-05-15,15.652857,15.742857,15.211429,107.519997,15.36,238628600
112,2007-05-16,15.504286,15.547143,14.774285,107.339996,15.334286,281691900
113,2007-05-17,15.307143,15.695714,15.307143,109.440002,15.634286,183822800
114,2007-05-18,15.747143,15.805715,15.681429,110.020004,15.717143,155336300
115,2007-05-21,15.758572,16.064285,15.721429,111.979996,15.997143,159973100
116,2007-05-22,16.07,16.25,16.001429,113.539993,16.219998999999998,143102400
117,2007-05-23,16.288572,16.428572,16.084286,112.889992,16.127142000000003,227843700
118,2007-05-24,16.115714999999998,16.351429,15.767143,110.689995,15.812857,221840500
119,2007-05-25,16.0,16.254285999999997,15.928572,113.619995,16.231428,158239900
120,2007-05-29,16.35,16.408571,16.098572,114.349998,16.335714000000003,161423500
121,2007-05-30,16.328571,16.982857,16.218571,118.769997,16.967142000000003,369611200
122,2007-05-31,17.152857,17.452858,17.077143,121.189995,17.312857,324266600
123,2007-06-01,17.299999,17.312857,16.898571,118.400002,16.914285999999997,221315500
124,2007-06-04,16.947144,17.389999,16.842857000000002,121.330002,17.332857,221668300
125,2007-06-05,17.344286,17.527143,17.214285,122.670006,17.524286,230196400
126,2007-06-06,17.471428,17.721428,17.421429,123.639999,17.662857000000002,278060300
127,2007-06-07,17.855715,18.23,17.598572,124.069992,17.724285000000002,478769900
128,2007-06-08,17.974285000000002,17.975714,17.469998999999998,124.490005,17.784285999999998,310420600
129,2007-06-11,18.0,18.021429,17.077143,120.190002,17.17,468564600
130,2007-06-12,17.049999,17.387142,16.901428,120.380005,17.197144,356641600
131,2007-06-13,17.307142000000002,17.312857,16.485714,117.500008,16.785715,430338300
132,2007-06-14,16.742857,17.064285,16.631428,118.749992,16.964285,243316500
133,2007-06-15,17.231428,17.238571,17.122857999999997,120.499992,17.214285,202804700
134,2007-06-18,17.611429,17.882856,17.505714,125.090004,17.870001000000002,227651200
135,2007-06-19,17.812857,17.858572,17.558571,123.660004,17.665714,235756500
136,2007-06-20,17.695715,17.808571,17.357143,121.550003,17.364286,224378000
137,2007-06-21,17.385714,17.755714,17.245714000000003,123.900009,17.700001,216761300
138,2007-06-22,17.692857999999998,17.778572,17.482857,123.0,17.571428,157969000
139,2007-06-25,17.741428,17.870001000000002,17.294285000000002,122.339996,17.477142,241350900
140,2007-06-26,17.711428,17.714285,16.959999,119.650002,17.092857000000002,336251300
141,2007-06-27,17.23,17.434286,17.037144,121.889999,17.412857000000002,243674200
142,2007-06-28,17.48,17.498571,17.142857,120.559998,17.222857,209535900
143,2007-06-29,17.424286,17.714285,17.298571,122.040001,17.434286,284460400
144,2007-07-02,17.292856,17.441429,17.042856,121.259995,17.322857,248715600
145,2007-07-03,17.428572,18.200001,17.357143,127.169998,18.167143,290620400
146,2007-07-05,18.4,18.995714000000003,18.384285,132.75,18.964285,363262900
147,2007-07-06,19.018572,19.048571,18.628571,132.300003,18.9,218673700
148,2007-07-09,18.911428,18.985714,18.454287,130.330002,18.618572,248955000
149,2007-07-10,18.411428,19.214285,18.401428,132.350006,18.907143,313751900
150,2007-07-11,18.867144,19.1,18.758572,132.389999,18.912857,205443000
151,2007-07-12,19.121429,19.177143,18.912857,134.06999199999998,19.152857,176152200
152,2007-07-13,19.290001,19.692858,19.217142000000003,137.729996,19.675714000000003,226901500
153,2007-07-16,19.77,19.997143,19.642857,138.099991,19.728571,234028200
154,2007-07-17,19.757143,19.942858,19.642857,138.910004,19.844286,177489900
155,2007-07-18,19.741428,19.777143,19.434286,138.119995,19.731428,189214200
156,2007-07-19,20.042856,20.115715,19.950001,140.0,20.0,183222900
157,2007-07-20,20.235714,20.597143,20.0,143.75,20.535715,291943400
158,2007-07-23,20.472857,20.745714000000003,20.132856,143.70001200000002,20.528572,259122500
159,2007-07-24,19.84,20.142857,19.164286,134.889999,19.27,448823200
160,2007-07-25,19.621429,19.765715,19.285715,137.26001000000002,19.608572,374045700
161,2007-07-26,20.844286,21.214285,19.565714,146.0,20.857143,546657300
162,2007-07-27,20.884285,21.274286,20.540001,143.849991,20.549999,290274600
163,2007-07-30,20.618572,20.778572,19.938572,141.43000800000002,20.204287,276747100
164,2007-07-31,20.424286,20.497143,18.788572,131.759995,18.822857,440598200
165,2007-08-01,19.091429,19.34,18.252857,135.0,19.285715,437539200
166,2007-08-02,19.521429,19.565714,19.164286,136.490005,19.498571,213161200
167,2007-08-03,19.322857,19.421429,18.785715,131.850006,18.835714000000003,169796900
168,2007-08-06,18.985714,19.324286,18.328571,135.25,19.321428,231292600
169,2007-08-07,19.277143,19.605715,18.947144,135.029999,19.290001,237484100
170,2007-08-08,19.537144,19.551428,18.857143,134.009995,19.144285,202024200
171,2007-08-09,18.73,19.0,17.870001000000002,126.389999,18.055714,281348900
172,2007-08-10,17.588572,18.25,17.185715,125.0,17.857143,352687300
173,2007-08-13,18.331429,18.478571,18.071428,127.790001,18.255714,188227900
174,2007-08-14,18.327143,18.328571,17.672857,124.029999,17.718571,184751700
175,2007-08-15,17.534285999999998,17.837142999999998,17.092857000000002,119.899994,17.128571,248213000
176,2007-08-16,16.715714000000002,16.928572,15.945714,117.049995,16.721428,466672500
177,2007-08-17,17.43,17.642857,17.117144,122.060005,17.437143,298765600
178,2007-08-20,17.70857,17.785715,17.214285,122.219994,17.459999,200829300
179,2007-08-21,17.45857,18.422857,17.285715,127.569992,18.224285,325761800
180,2007-08-22,18.745714000000003,18.964285,18.618572,132.51001000000002,18.93,265441400
181,2007-08-23,19.012857,19.048571,18.537144,131.06999199999998,18.724285,216709500
182,2007-08-24,18.647142,19.338572,18.544285,135.300003,19.328571,227958500
183,2007-08-27,19.055714,19.237143,18.871429,132.25,18.892857,176859900
184,2007-08-28,18.712856,18.915714,18.09,126.820007,18.117144,294841400
185,2007-08-29,18.554285,19.168571,18.505714,134.080002,19.154285,291715200
186,2007-08-30,18.952858,19.75,18.9,136.25,19.464285,358895600
187,2007-08-31,19.927143,19.950001,19.629999,138.48001100000002,19.782858,219221800
188,2007-09-04,19.991428,20.818571,19.977142,144.160004,20.594286,329210700
189,2007-09-05,20.709999,20.834286,19.442858,136.76001000000002,19.537144,582055600
190,2007-09-06,19.365715,19.652857,18.95857,135.01001000000002,19.287144,475315400
191,2007-09-07,18.858572,18.9,18.571428,131.770004,18.824286,357644000
192,2007-09-10,19.57,19.719999,19.135714,136.71000700000002,19.530001,371959700
193,2007-09-11,19.700001,19.757143,19.107143,135.490005,19.355715,242971400
194,2007-09-12,19.427143,19.914286,19.392857,136.849991,19.549999,255692500
195,2007-09-13,19.832857,19.857143,19.521429,137.199997,19.6,164040800
196,2007-09-14,19.51,19.854286,19.457144,138.809998,19.83,151830000
197,2007-09-17,19.855715,20.084286,19.657143,138.410004,19.772858,198342900
198,2007-09-18,19.865715,20.407143,19.690001,140.919998,20.131428,266022400
199,2007-09-19,20.431429,20.451429,19.914286,140.770004,20.110001,256720100
200,2007-09-20,20.021429,20.255714,19.902857,140.309998,20.044285,172960200
201,2007-09-21,20.162857,20.664286,20.044285,144.149994,20.592857,284720100
202,2007-09-24,20.961428,21.407143,20.950001,148.279999,21.182858,263040400
203,2007-09-25,20.977142,21.888571,20.974285,153.179993,21.882856,298137700
204,2007-09-26,22.067142,22.142857,21.607143,152.770004,21.824286,243817000
205,2007-09-27,21.967142000000003,22.074286,21.76,154.5,22.071428,164549700
206,2007-09-28,21.92,22.085714000000003,21.821428,153.470001,21.924286,153775300
207,2007-10-01,22.09,22.487143,21.847143,156.339996,22.334286,209267100
208,2007-10-02,22.364286,22.655714,22.27,158.449997,22.635714,198017400
209,2007-10-03,22.540001,22.74,22.43,157.919998,22.559999,173129600
210,2007-10-04,22.571428,22.582857,21.928572,156.23998999999998,22.32,164239600
211,2007-10-05,22.624287,23.082857,22.528572,161.449997,23.064285,235867800
212,2007-10-08,23.355715,23.987143,23.281429,167.910004,23.987143,208982200
213,2007-10-09,24.314285,24.444286,23.811428,167.860001,23.98,276071600
214,2007-10-10,23.935715,23.982857,23.657143,166.78999299999998,23.827143,166897500
215,2007-10-11,24.212856,24.554285,21.887142,162.229996,23.175714000000003,410998000
216,2007-10-12,23.287144,23.897142,23.114286,167.25,23.892857,247044000
217,2007-10-15,23.997143,24.224285,23.357143,166.98001100000002,23.854286,269482500
218,2007-10-16,23.648571,24.311428,23.592857,169.580002,24.225714,266957600
219,2007-10-17,24.67,24.719999,24.168571,172.75,24.678572,281903300
220,2007-10-18,24.5,24.884285,24.435715,173.5,24.785715,205919000
221,2007-10-19,24.891428,24.947144,24.285715,170.419998,24.345715,322945000
222,2007-10-22,24.335714000000003,24.985714,24.280001,174.360001,24.908571,412374900
223,2007-10-23,26.937143,26.942858,26.108572,186.160004,26.594286,448791000
224,2007-10-24,26.544285,26.744286,25.605715,185.929993,26.561428000000003,322120400
225,2007-10-25,26.41,26.557142,25.951429,182.779999,26.111429,243400500
226,2007-10-26,26.469999,26.481428,26.125713,184.699997,26.385714,176719200
227,2007-10-29,26.492857,26.655714,26.385714,185.089996,26.441429,135138500
228,2007-10-30,26.597143,27.052856,26.389999,187.0,26.714285,234853500
229,2007-10-31,26.804285,27.16,26.421429,189.949997,27.135714,208327700
230,2007-11-01,26.942858,27.157143,25.714285,187.440002,26.777143,201259100
231,2007-11-02,27.030001,27.062857,26.212856,187.869995,26.838572,250528600
232,2007-11-05,26.469999,26.994286,26.32,186.180008,26.597143,201044200
233,2007-11-06,26.721428000000003,27.428572,26.467142,191.789993,27.398571,238681800
234,2007-11-07,27.23,27.525715,26.59,186.300003,26.614286,248581900
235,2007-11-08,26.667143,26.700001,23.967142000000003,175.470001,25.067142,472594500
236,2007-11-09,24.450001,25.017143,23.601429,165.37001,23.624287,381595200
237,2007-11-12,23.611429,23.957144,21.518572,153.759995,21.965714,442266300
238,2007-11-13,22.978571,24.425714000000003,21.965714,169.96000700000002,24.280001,434861700
239,2007-11-14,25.308571,25.367144,23.391428,166.110001,23.73,362292000
240,2007-11-15,23.77,24.227142,22.9,164.29998799999998,23.471428,371852600
241,2007-11-16,23.614286,23.860001,22.761429,166.389999,23.77,345873500
242,2007-11-19,23.728571,24.028572,23.157143,163.949997,23.421429,288607200
243,2007-11-20,23.667143,24.54143,23.361429,168.850006,24.121429,385910700
244,2007-11-21,23.691429,24.621429,23.524286,168.459991,24.065714,304452400
245,2007-11-23,24.571428,24.578571,24.25,171.540009,24.505714,116439400
246,2007-11-26,24.798571,25.324286,24.621429,172.53999299999998,24.648571,326438700
247,2007-11-27,25.031429,25.112858,24.287144,174.809998,24.972857,329257600
248,2007-11-28,25.26,25.799999,25.049999,180.220001,25.745714000000003,287728000
249,2007-11-29,25.632856,26.452858000000003,25.592857,184.289993,26.327143,262731700
250,2007-11-30,26.762857,26.814285,25.671429,182.220001,26.031429,296950500
251,2007-12-03,25.98,26.305714,25.385714,178.860001,25.551428,240367400
252,2007-12-04,25.307142,25.842857,25.284286,179.809998,25.687143,193449900
253,2007-12-05,26.127142000000003,26.571428000000004,26.058571,185.5,26.5,223100500
254,2007-12-06,26.598572,27.157143,26.588572,189.949997,27.135714,224952700
255,2007-12-07,27.219999,27.855715000000004,26.862858000000003,194.300003,27.757143,266516600
256,2007-12-10,27.655714,27.951429,27.527143,194.209991,27.744286,180594400
257,2007-12-11,27.821428000000004,28.118572,26.77,188.540009,26.934286,277731300
258,2007-12-12,27.634285,27.782858,26.537144,190.860001,27.265715000000004,306415200
259,2007-12-13,27.17,27.445715000000003,26.831429,191.830002,27.404285,216154400
260,2007-12-14,27.195715000000003,27.6,27.077143,190.389999,27.198572,168578200
261,2007-12-17,27.245714000000003,27.521429,26.139999,184.399994,26.342857,256173400
262,2007-12-18,26.645714,26.761429,25.514286,182.979996,26.139999,305650800
263,2007-12-19,26.139999,26.377142,25.842857,183.119995,26.16,206869600
264,2007-12-20,26.49,26.832857,26.190001,187.209991,26.744286,193514300
265,2007-12-21,27.16,27.701429,27.127142,193.910004,27.701429,248490200
266,2007-12-24,27.861429,28.475714,27.827143,198.800003,28.4,120050700
267,2007-12-26,28.43,28.70857,28.117144,198.949997,28.421429,175933100
268,2007-12-27,28.421429,28.994286,28.257143,198.570007,28.367144,198881900
269,2007-12-28,28.655714,28.794285,28.125713,199.829987,28.547142,174911800
270,2007-12-31,28.5,28.642857,28.25,198.079987,28.297142,134833300
271,2008-01-02,28.467142,28.608572,27.507143,194.839996,27.834286,269794700
272,2008-01-03,27.915714,28.198572,27.527143,194.930008,27.847143,210516600
273,2008-01-04,27.35,27.571428000000004,25.555714,180.04998799999998,25.721428,363958000
274,2008-01-07,25.892857,26.228571,24.318571,177.639999,25.377142000000003,518048300
275,2008-01-08,25.734285,26.065714,24.4,171.25,24.464285,380954000
276,2008-01-09,24.471428,25.642857,24.042856,179.399994,25.628571,453470500
277,2008-01-10,25.368572,25.857143,25.058571,178.020004,25.431429,370743800
278,2008-01-11,25.142857,25.407143,24.285715,172.690002,24.67,308071400
279,2008-01-14,25.360001,25.631428,25.024286,178.779999,25.540001,275112600
280,2008-01-15,25.388571,25.602858,23.522858,169.03999299999998,24.148571,585819500
281,2008-01-16,23.604286,24.144285,22.385714,159.639999,22.805714,553461300
282,2008-01-17,23.072857,23.622858,22.631428,160.889999,22.984285,439464900
283,2008-01-18,23.101429,23.678572,22.801428,161.360001,23.051428,431085900
284,2008-01-22,21.151428,22.854286,20.857143,155.639999,22.234285,608688500
285,2008-01-23,19.455715,20.0,18.02,139.070007,19.867144,843242400
286,2008-01-24,19.998571,20.1,18.858572,135.600006,19.371429,501466700
287,2008-01-25,19.855715,19.870001,18.515715,130.009995,18.572857,388684800
288,2008-01-28,18.308571,19.028572,18.064285,130.009995,18.572857,368711000
289,2008-01-29,18.735714,18.969999,18.435715,131.540009,18.79143,274995700
290,2008-01-30,18.767143,19.35,18.571428,132.179993,18.882856,310762900
291,2008-01-31,18.492857,19.521429,18.485714,135.360001,19.337143,336418600
292,2008-02-01,19.462856,19.512857,18.882856,133.75,19.107143,252686000
293,2008-02-04,19.172857,19.414286,18.774286,131.649994,18.807142,224808500
294,2008-02-05,18.632856,19.142857,18.414286,129.360001,18.48,285260500
295,2008-02-06,18.690001,18.845715,17.395714,122.0,17.428572,393318100
296,2008-02-07,17.138571,17.825714,16.752857000000002,121.239998,17.32,520832900
297,2008-02-08,17.440001000000002,17.957144,17.371429,125.480003,17.925714000000003,338993200
298,2008-02-11,18.287144,18.568571,18.171429,129.449997,18.492857,300358100
299,2008-02-12,18.671429,18.714285,17.66,124.860001,17.837142999999998,306495000
300,2008-02-13,18.097143,18.540001,17.947144,129.399994,18.485714,242133500
301,2008-02-14,18.485714,18.685715,18.144285,127.459991,18.20857,238524300
302,2008-02-15,18.038572,18.154285,17.722857,124.629997,17.804285,225325100
303,2008-02-19,17.998571,18.107143,17.348572,122.180008,17.454287,251261500
304,2008-02-20,17.457144,17.799999,17.382856,123.820007,17.688572,241859800
305,2008-02-21,18.007143,18.067142,17.265715,121.540009,17.362858,234528700
306,2008-02-22,17.497142999999998,17.501429,16.552856,119.459999,17.065714,382469500
307,2008-02-25,16.941429,17.167143,16.665714,119.740005,17.105715,314193600
308,2008-02-26,16.805714000000002,17.298571,16.491428,119.150002,17.021429,376222000
309,2008-02-27,16.889999,17.578571,16.870001000000002,122.959999,17.565714,368784500
310,2008-02-28,18.171429,18.885714,17.967142000000003,129.910004,18.558571,404563600
311,2008-02-29,18.469999,18.601429,17.828571,125.020004,17.860001,313870200
312,2008-03-03,17.777143,17.997142999999998,16.857143,121.729996,17.389999,398260800
313,2008-03-04,17.427143,17.84,17.200001,124.619995,17.802856,446345900
314,2008-03-05,17.654285,17.877142000000003,17.464285,124.490005,17.784285999999998,305459000
315,2008-03-06,17.801428,18.214285,17.258572,120.930008,17.275714999999998,368424700
316,2008-03-07,17.201429,17.568571,17.007143,122.249992,17.464285,307615700
317,2008-03-10,17.425714000000003,17.637142,17.052856,119.690002,17.098572,249897200
318,2008-03-11,17.728571,18.211428,17.428572,127.350006,18.192858,290985800
319,2008-03-12,18.148571,18.382856,17.881428,126.029999,18.004285999999997,264907300
320,2008-03-13,17.728571,18.5,17.571428,127.940002,18.277143,315525700
321,2008-03-14,18.554285,18.614286,17.742857,126.610001,18.087143,289160200
322,2008-03-17,17.507143,18.370001,17.507143,126.730003,18.104286,268149700
323,2008-03-18,18.454287,19.0,18.381428,132.81999199999998,18.974285,301280000
324,2008-03-19,19.017143,19.184286,18.524286,129.669998,18.524286,252634200
325,2008-03-20,18.731428,19.04143,18.454287,133.270004,19.038572,227196900
326,2008-03-24,19.144285,20.121429,19.091429,139.529999,19.932858,266730100
327,2008-03-25,19.994286,20.442858,19.618572,140.979996,20.139999,263097800
328,2008-03-26,20.124287,20.82,20.091429,145.059998,20.722857,295521100
329,2008-03-27,20.707144,20.758572,19.998571,140.25,20.035715,249957400
330,2008-03-28,20.257143,20.664286,20.228571,143.01001000000002,20.43,178652600
331,2008-03-31,20.467142000000003,20.815714,20.360001,143.5,20.5,192016300
332,2008-04-01,20.9,21.379999,20.515715,149.529999,21.361429,258141800
333,2008-04-02,21.254286,21.6,20.835714000000003,147.48998999999998,21.07,261242100
334,2008-04-03,21.008572,21.947144,21.0,151.610001,21.658571,262892000
335,2008-04-04,21.741428,22.101429,21.535715,153.080002,21.868572,213604300
336,2008-04-07,22.304285,22.812857,22.158571,155.889999,22.27,289581600
337,2008-04-08,21.935715,22.35,21.76,152.839996,21.834286,253573600
338,2008-04-09,21.901428,21.984285,21.494286,151.440002,21.634285,218349600
339,2008-04-10,21.59,22.202858,21.514286,154.550003,22.078571,238940800
340,2008-04-11,21.817142,21.9,20.914286,147.139999,21.02,302519000
341,2008-04-14,20.967142000000003,21.321428,20.648571,147.779999,21.111429,211271900
342,2008-04-15,21.342857,21.388571,20.817142,148.380005,21.197144,174509300
343,2008-04-16,21.674286,22.014286,21.517143,153.70001200000002,21.957144,198943500
344,2008-04-17,22.024286,22.285715,21.907143,154.48998999999998,22.07,176066800
345,2008-04-18,22.731428,23.18,22.625713,161.040009,23.005714,256691400
346,2008-04-21,23.172857,24.071428,23.108572,168.160004,24.022858,259788200
347,2008-04-22,23.914286,24.0,22.584286,160.199997,22.885714,359893100
348,2008-04-23,23.435715,23.548571,23.011429,162.889999,23.27,376047700
349,2008-04-24,23.620001,24.282858,22.741428,168.940002,24.134285,424016600
350,2008-04-25,24.385714,24.442858,23.774286,169.729996,24.247143,248118500
351,2008-04-28,24.25,24.821428,24.161428,172.240005,24.605715,196803600
352,2008-04-29,24.444286,25.094286,24.321428,175.050003,25.007143,230869100
353,2008-04-30,25.17,25.714285,24.702858,173.949997,24.85,284881100
354,2008-05-01,24.994286,25.714285,24.98,180.0,25.714285,225894200
355,2008-05-02,25.741428,25.988571,25.507143,180.940002,25.848572,251520500
356,2008-05-05,25.988571,26.472857,25.864286,184.729996,26.389999,213639300
357,2008-05-06,26.379999,26.731428,26.025715,186.660004,26.665714,229717600
358,2008-05-07,26.578571000000004,26.885714,25.79143,182.589996,26.084286,289283400
359,2008-05-08,26.252857,26.642857,26.152857,185.059998,26.437143,224771400
360,2008-05-09,26.165714,26.321428000000004,25.91,183.450012,26.207144,168268100
361,2008-05-12,26.45857,26.981428,26.121429,188.159988,26.879999,204640800
